provincia,descripción,precio,caracteristicas
Cádiz,"Chalet adosado en calle Océano Pacífico, Las Redes, El Puerto de Santa María","410,000 €",3 hab. 200 m²
Cádiz,"Chalet pareado en calle Arcturus, Vistahermosa, El Puerto de Santa María","950,000 €",4 hab. 340 m²
Cádiz,"Chalet en Las Redes, El Puerto de Santa María","795,000 €",5 hab. 250 m²
Cádiz,"Chalet adosado en Vistahermosa, El Puerto de Santa María","500,000 €",4 hab. 130 m²
Cádiz,Casa o chalet independiente en Vejer de la Frontera,"295,000 €",3 hab. 110 m²
Cádiz,"Piso en Ayuntamiento - Catedral, Cádiz","200,000 €",2 hab. 70 m² Planta 2ª exterior sin ascensor
Cádiz,"Chalet pareado en Soto de Vistahermosa, El Puerto de Santa María","390,000 €",3 hab. 120 m²
Cádiz,"Piso en calle Sor Cristina López García, La Paz - Segunda Aguada - Loreto, Cádiz","145,000 €",2 hab. 52 m² Planta 6ª exterior con ascensor
Cádiz,"Chalet pareado en El Manantial, El Puerto de Santa María","520,000 €",4 hab. 181 m²
Cádiz,"Piso en El Manantial, El Puerto de Santa María","310,000 €",3 hab. 130 m² Planta 2ª exterior
Cádiz,"Ático en calle Azufre, Avda. Caballero Bonald - San José Obrero - Guadalcacín, Jerez de la Frontera","108,000 €",1 hab. 78 m² Planta 1ª exterior con ascensor
Cádiz,"Casa o chalet independiente en Vistahermosa, Vistahermosa, El Puerto de Santa María","950,000 €",4 hab. 385 m²
Cádiz,"Piso en ribera del paraiso, Puerto de Sotogrande-La Marina, Sotogrande","327,000 €",2 hab. 133 m² Bajo interior con ascensor
Cádiz,"Casa o chalet independiente en Sotogrande Alto Central, Sotogrande","1,180,000 €",4 hab. 450 m²
Cádiz,"Piso en Centro Histórico - Plaza España, Cádiz","425,000 €",3 hab. 108 m² Bajo exterior con ascensor
Cádiz,"Piso en Playa Stª Mª del Mar, Cádiz","650,000 €",5 hab. 340 m² Planta 1ª exterior con ascensor
Cádiz,"Piso en Centro Histórico - Plaza España, Cádiz","215,000 €",2 hab. 73 m² Planta 3ª interior con ascensor
Cádiz,"Chalet adosado en calle Cabo Tres Forcas, s/n, El Rinconcillo - San José Artesano, Algeciras","174,950 €",2 hab. 91 m²
Cádiz,"Chalet adosado en calle Cabo Tres Forcas, s/n, El Rinconcillo - San José Artesano, Algeciras","149,950 €",2 hab. 91 m²
Cádiz,"Chalet adosado en calle Cabo Tres Forcas, s/n, El Rinconcillo - San José Artesano, Algeciras","163,495 €",3 hab. 91 m²
Cádiz,"Casa o chalet independiente en avenida Los Cortijos, 114, Zona f, Sotogrande","980,000 €",4 hab. 490 m²
Cádiz,"Chalet en calle José Castrillón, 5, Vejer de la Frontera","650,000 €",4 hab. 153 m²
Cádiz,"Ático en sea view drive, San Roque Club, Sotogrande","455,000 €",3 hab. 261 m² Planta 2ª exterior con ascensor
Cádiz,"Casa o chalet independiente en Las Redes, Las Redes, El Puerto de Santa María","1,350,000 €",6 hab. 356 m²
Cádiz,"Chalet pareado en Vistahermosa, Vistahermosa, El Puerto de Santa María","1,200,000 €",6 hab. 176 m²
Cádiz,"Casa o chalet independiente en Urbanización Indespania, 12, Torreguadiaro-San Diego, Sotogrande","655,000 €",3 hab. 150 m²
Cádiz,"Piso en avenida de la Marina, Puerto de Sotogrande-La Marina, Sotogrande","475,000 €",3 hab. 127 m² Planta 2ª exterior con ascensor
Cádiz,"Casa o chalet independiente en San García - La Juliana, Algeciras","960,000 €",4 hab. 1.050 m²
Cádiz,"Casa o chalet independiente en Zona f, Sotogrande","1,225,000 €",5 hab. 525 m²
Cádiz,"Chalet pareado en Centro, Algeciras","360,000 €",3 hab. 201 m²
Cádiz,"Ático en Puerto de Sotogrande-La Marina, Sotogrande","1,995,000 €",4 hab. 446 m² Planta 6ª con ascensor
Cádiz,"Piso en Centro Histórico - Plaza España, Cádiz","250,000 €",3 hab. 128 m² Planta 1ª exterior sin ascensor
Cádiz,"Piso en Centro Histórico - Plaza España, Cádiz","400,000 €",2 hab. 90 m² Planta 2ª exterior con ascensor
Cádiz,"Chalet en La Granja - La Colina - Los Pastores, Algeciras","335,000 €",4 hab. 257 m²
Cádiz,"Piso en Playa Victoria - Paseo Marítimo, Cádiz","340,000 €",3 hab. 109 m² Planta 8ª exterior con ascensor
Cádiz,"Casa o chalet independiente en Los Pinos, Algeciras","430,000 €",3 hab. 270 m²
Cádiz,"Piso en Centro Histórico - Plaza España, Cádiz","425,000 €",3 hab. 110 m² Planta 3ª exterior con ascensor
Cádiz,"Chalet adosado en San García - La Juliana, Algeciras","215,000 €",3 hab. 139 m²
Cádiz,"Casa o chalet independiente en calle Velázquez, Vistahermosa, El Puerto de Santa María","1,350,000 €",4 hab. 337 m²
Cádiz,"Piso en La Caleta - La Viña, Cádiz","175,000 €",3 hab. 68 m² Planta 2ª exterior sin ascensor
Cádiz,"Chalet adosado en Núcleo Urbano, Chiclana de la Frontera","211,990 €",3 hab. 92 m²
Cádiz,"Chalet adosado en calle Almirante Nelson, Vejer de la Frontera","310,000 €",4 hab. 144 m²
Cádiz,"Dúplex en avenida de la Barrosa, 5, La Barrosa, Chiclana de la Frontera","355,000 €",3 hab. 119 m² Planta 1ª exterior sin ascensor
Cádiz,"Piso en avenida de la Hermandad de la Oración en el Huerto, esquina con Avenida de la Hermandad de la Misericordia, s/n, El Juncal - Vallealto, El Puerto de Santa María","210,000 €",3 hab. 112 m² Planta 1ª exterior con ascensor
Cádiz,"Chalet pareado en Vistahermosa, El Puerto de Santa María","750,000 €",5 hab. 245 m²
Cádiz,"Casa o chalet independiente en Vistahermosa, El Puerto de Santa María","715,000 €",5 hab. 443 m²
Cádiz,"Chalet pareado en Vistahermosa, El Puerto de Santa María","700,000 €",4 hab. 142 m²
Cádiz,"Casa o chalet independiente en Sotogrande Costa, Sotogrande","945,000 €",4 hab. 245 m²
Cádiz,"Piso en La Paz - Segunda Aguada - Loreto, Cádiz","238,000 €",2 hab. 70 m² Bajo exterior sin ascensor
Cádiz,"Chalet adosado en El Manantial, El Puerto de Santa María","440,000 €",4 hab. 112 m²
Cádiz,"Piso en Zona San José - Varela, Cádiz","439,000 €",4 hab. 158 m² Planta 4ª exterior con ascensor
Cádiz,"Casa o chalet independiente en Carretera de Sanlúcar-Sudamérica, El Puerto de Santa María","230,000 €",5 hab. 171 m²
Cádiz,Casa o chalet independiente en Vejer de la Frontera,"650,000 €",4 hab. 160 m²
Cádiz,Piso en Vejer de la Frontera,"155,000 €",2 hab. 64 m² Planta 2ª exterior con ascensor
Cádiz,"Piso en Playa Victoria - Paseo Marítimo, Cádiz","375,000 €",3 hab. 88 m² Planta 7ª exterior con ascensor
Cádiz,Piso en Vejer de la Frontera,"155,000 €",2 hab. 64 m² Planta 2ª exterior con ascensor
Cádiz,"Casa o chalet independiente en calle Arcturus, Vistahermosa, El Puerto de Santa María","1,375,000 €",5 hab. 449 m²
Cádiz,"Chalet en calle Bergantín, Vistahermosa, El Puerto de Santa María","1,990,000 €",6 hab. 304 m²
Cádiz,"Casa o chalet independiente en Las Redes, El Puerto de Santa María","1,350,000 €",6 hab. 350 m²
Cádiz,"Chalet en El Juncal - Vallealto, El Puerto de Santa María","329,680 €",4 hab. 163 m²
Cádiz,"Casa o chalet independiente en Sancti Petri, Chiclana de la Frontera","850,000 €",6 hab. 400 m²
Cádiz,"Chalet pareado en San García - La Juliana, Algeciras","465,000 €",4 hab. 247 m²
Cádiz,"Piso en Zona Laguna, Cádiz","399,900 €",3 hab. 124 m² Planta 2ª exterior con ascensor
Cádiz,"Piso en avenida Torrebreva, 20, Costa Ballena - Las Tres Piedras, Chipiona","265,000 €",2 hab. 91 m² Entreplanta exterior con ascensor
Cádiz,"Piso en Puerto de Sotogrande-La Marina, Sotogrande","450,000 €",3 hab. 111 m² Planta 2ª exterior sin ascensor
Cádiz,"Casa o chalet independiente en Av. de la Reserva Sotogrande, La Reserva, Sotogrande","3,400,000 €",6 hab. 606 m²
Cádiz,"Casa o chalet independiente en calle Formentera, Almenara, Sotogrande","2,750,000 €",8 hab. 907 m²
Cádiz,"Piso en Pago San José - Princi - Jerez, Jerez de la Frontera","137,900 €",3 hab. 91 m² Planta 2ª exterior con ascensor
Cádiz,"Piso en La Reconquista - El Ensanche, Algeciras","94,000 €",3 hab. 99 m² Planta 6ª exterior con ascensor
Cádiz,"Piso en Playa Victoria - Paseo Marítimo, Cádiz","360,000 €",2 hab. 71 m² Planta 5ª exterior con ascensor
Cádiz,"Casa o chalet independiente en La Reserva, Sotogrande","3,400,000 €",6 hab. 606 m²
Cádiz,"Chalet pareado en Divina Pastora - La Yeguada, Jerez de la Frontera","299,000 €",5 hab. 130 m²
Cádiz,"Casa o chalet independiente en calle Granada, s/n, Almenara, Sotogrande","2,475,000 €",5 hab. 650 m²
Cádiz,"Piso en Núcleo Urbano, Chiclana de la Frontera","125,000 €",5 hab. 130 m² Bajo exterior sin ascensor
Cádiz,"Casa o chalet independiente en calle Alvorado, s/n, Sotogrande Costa, Sotogrande","2,100,000 €",7 hab. 1.032 m²
Cádiz,"Piso en Núcleo Urbano, Chiclana de la Frontera","138,800 €",2 hab. 60 m² Bajo exterior sin ascensor
Cádiz,"Piso en La Barrosa, Chiclana de la Frontera","550,000 €",3 hab. 79 m² Planta 2ª exterior con ascensor
Cádiz,"Casa o chalet independiente en Valdelagrana, El Puerto de Santa María","720,000 €",5 hab. 287 m²
Cádiz,"Casa o chalet independiente en Lugar Sotogrande, La Reserva, Sotogrande","3,600,000 €",6 hab. 1.000 m²
Cádiz,"Piso en La Banda - Campo de Fútbol, Chiclana de la Frontera","114,990 €",2 hab. 82 m² Planta 2ª exterior con ascensor
Cádiz,"Piso en Mentidero - Teatro Falla - Alameda, Cádiz","150,000 €",3 hab. 69 m² Bajo exterior sin ascensor
Cádiz,"Chalet adosado en El Rocío - La Milagrosa, Jerez de la Frontera","179,900 €",4 hab. 128 m²
Cádiz,"Ático en Zona Bahía Blanca, Cádiz","600,000 €",4 hab. 168 m² Planta 3ª exterior con ascensor
Cádiz,"Piso en Playa Victoria - Paseo Marítimo, Cádiz","279,000 €",2 hab. 62 m² Planta 3ª exterior con ascensor
Cádiz,"Chalet adosado en El Rocío - La Milagrosa, Jerez de la Frontera","179,900 €",4 hab. 128 m²
Cádiz,"Piso en Jerez Oeste, Jerez de la Frontera","69,900 €",3 hab. 87 m² Planta 4ª exterior sin ascensor
Cádiz,"Piso en Playa Victoria - Paseo Marítimo, Cádiz","279,000 €",2 hab. 62 m² Planta 3ª exterior con ascensor
Cádiz,"Piso en Jerez Oeste, Jerez de la Frontera","79,000 €",4 hab. 82 m² Planta 3ª exterior sin ascensor
Cádiz,"Casa o chalet independiente en El Águila, El Puerto de Santa María","700,000 €",4 hab. 235 m²
Cádiz,"Casa o chalet independiente en Vistahermosa, El Puerto de Santa María","1,199,000 €",6 hab. 200 m²
Cádiz,"Piso en Playa Stª Mª del Mar, Cádiz","395,000 €",2 hab. 88 m² Planta 6ª exterior con ascensor
Cádiz,"Piso en Centro Histórico - Plaza España, Cádiz","235,000 €",2 hab. 64 m² Planta 1ª exterior sin ascensor
Cádiz,"Casa o chalet independiente en Vistahermosa, El Puerto de Santa María","1,375,000 €",5 hab. 449 m²
Cádiz,"Piso en Playa Victoria - Paseo Marítimo, Cádiz","340,000 €",3 hab. 99 m² Planta 11ª exterior con ascensor
Cádiz,"Dúplex en Madre de Dios, Jerez de la Frontera","169,000 €",3 hab. 95 m² Bajo interior sin ascensor
Cádiz,"Casa o chalet independiente en El Juncal - Vallealto, El Puerto de Santa María","260,000 €",5 hab. 170 m²
Cádiz,"Casa o chalet independiente en Crevillet, El Puerto de Santa María","169,000 €",5 hab. 146 m²
Cádiz,"Casa o chalet independiente en Puertas del sur - Guadabajaque, Jerez de la Frontera","158,990 €",6 hab. 353 m²
Cádiz,"Casa o chalet independiente en Mayorazgo, Núcleo Urbano, Chiclana de la Frontera","348,000 €",4 hab. 249 m²
Cádiz,"Chalet pareado en Pozoalbero, Jerez de la Frontera","275,000 €",4 hab. 174 m²
Cádiz,"Chalet pareado en Crevillet, El Puerto de Santa María","295,000 €",4 hab. 177 m²
Cádiz,"Chalet en Vistahermosa, El Puerto de Santa María","1,350,000 €",5 hab. 300 m²
Cádiz,"Casa o chalet independiente en Las Lagunas - Campano, Chiclana de la Frontera","207,300 €",3 hab. 89 m²
Cádiz,"Casa o chalet independiente en Casco Histórico - Zona Alta, El Puerto de Santa María","166,000 €",3 hab. 115 m²
Cádiz,"Casa o chalet independiente en Pelagatos - Pago del Humo, Chiclana de la Frontera","229,990 €",3 hab. 110 m²
Cádiz,Casa de pueblo en Vejer de la Frontera,"250,000 €",4 hab. 150 m²
Cádiz,"Piso en Puerto Sherry, El Puerto de Santa María","127,000 €",1 hab. 32 m² Bajo exterior sin ascensor
Cádiz,"Casa o chalet independiente en El Águila, El Puerto de Santa María","1,100,000 €",5 hab. 240 m²
Cádiz,"Casa o chalet independiente en Carretera de Sanlúcar-Sudamérica, El Puerto de Santa María","185,000 €",3 hab. 135 m²
Cádiz,"Piso en Ayuntamiento - Catedral, Cádiz","165,000 €",4 hab. 109 m² Planta 3ª exterior sin ascensor
Cádiz,"Casa o chalet independiente en Valdelagrana, El Puerto de Santa María","450,000 €",3 hab. 125 m²
Cádiz,"Piso en calle Obispo José María Rancés, Ayuntamiento - Catedral, Cádiz","130,000 €",1 hab. 37 m² Planta 1ª exterior sin ascensor
Cádiz,"Chalet en Vistahermosa, El Puerto de Santa María","1,450,000 €",6 hab. 370 m²
Cádiz,"Piso en La Paz - Segunda Aguada - Loreto, Cádiz","129,000 €",3 hab. 64 m² Bajo exterior con ascensor
Cádiz,"Chalet adosado en La Banda - Campo de Fútbol, Chiclana de la Frontera","110,000 €",3 hab. 94 m²
Cádiz,"Casa o chalet independiente en La Barrosa, Chiclana de la Frontera","480,000 €",3 hab. 139 m²
Cádiz,"Piso en plaza Doctor José Ortega Mateos, San Telmo - Federico Mayo - El Porta, Jerez de la Frontera","42,750 €",4 hab. 104 m² Planta 5ª sin ascensor
Cádiz,"Piso en La Paz - Segunda Aguada - Loreto, Cádiz","139,000 €",3 hab. 78 m² Planta 3ª exterior sin ascensor
Cádiz,"Piso en Chapín - Campus Universitario - Navinco, Jerez de la Frontera","153,000 €",3 hab. 89 m² Planta 3ª exterior con ascensor
Cádiz,"Piso en oceano atlantico, Las Redes, El Puerto de Santa María","290,000 €",1 hab. 65 m² Planta 1ª exterior con ascensor
Cádiz,"Casa o chalet independiente en avenida tio pepe, Los Gallos - La Coquina, Chiclana de la Frontera","550,000 €",6 hab. 323 m²
Cádiz,"Chalet adosado en calle velazquez, Conil, Conil de la Frontera","450,000 €",4 hab. 135 m²
Cádiz,"Chalet adosado en arcos, Bornos","345,000 €",4 hab. 425 m²
Cádiz,"Piso en plaza del Árbol, Zona San José - Varela, Cádiz","370,000 €",4 hab. 130 m² Entreplanta exterior con ascensor
Cádiz,"Casa o chalet independiente en avenida edu y f Osborne, Vistahermosa, El Puerto de Santa María","1,890,000 €",6 hab. 610 m²
Cádiz,"Chalet adosado en plaza de san miguel, Centro, Jerez de la Frontera","330,000 €",6 hab. 248 m²
Cádiz,"Casa o chalet independiente en Las Redes, El Puerto de Santa María","1,350,000 €",6 hab. 356 m²
Cádiz,Casa o chalet independiente en Arcos de la Frontera,"600,000 €",5 hab. 571 m²
Cádiz,"Piso en Centro, Jerez de la Frontera","675,000 €",4 hab. 371 m² Planta 5ª exterior con ascensor
Cádiz,"Casa o chalet independiente en Roche, Conil de la Frontera","1,550,000 €",6 hab. 245 m²
Cádiz,"Ático en Centro, Jerez de la Frontera","550,000 €",4 hab. 318 m² Planta 2ª exterior con ascensor
Cádiz,"Casa o chalet independiente en Conil, Conil de la Frontera","1,750,000 €",6 hab. 671 m²
Cádiz,"Casa o chalet independiente en Soto de Real - Villamaruja, San Fernando","1,300,000 €",5 hab. 422 m²
Cádiz,"Chalet adosado en Casco Historico, Casco Histórico - Ribera del Marisco, El Puerto de Santa María","800,000 €",4 hab. 264 m²
Cádiz,"Piso en avenida del Golf, La Alcaidesa","675,000 €",2 hab. 187 m² Bajo exterior con ascensor
Cádiz,"Ático en Centro Histórico - Plaza España, Cádiz","650,000 €",3 hab. 80 m² Planta 5ª exterior con ascensor
Cádiz,"Piso en alameda Apodaca, Mentidero - Teatro Falla - Alameda, Cádiz","540,000 €",6 hab. 304 m² Planta 1ª exterior con ascensor
Cádiz,"Piso en Racimo, Centro, El Puerto de Santa María","169,000 €",2 hab. 90 m² Planta 1ª exterior con ascensor
Cádiz,"Piso en parra, Centro, El Puerto de Santa María","220,000 €",2 hab. 145 m² Planta 1ª exterior con ascensor
Cádiz,"Chalet adosado en Centro del Puerto, Casco Histórico - Ribera del Marisco, El Puerto de Santa María","990,000 €",10 hab. 710 m²
Cádiz,"Casa o chalet independiente en calle Vistahermosa, Vistahermosa, El Puerto de Santa María","2,800,000 €",6 hab. 1.034 m²
Cádiz,"Casa o chalet independiente en Vistahermosa, Vistahermosa, El Puerto de Santa María","1,375,000 €",5 hab. 449 m²
Cádiz,"Casa o chalet independiente en Valdelagrana, Valdelagrana, El Puerto de Santa María","1,040,000 €",8 hab. 513 m²
Cádiz,"Chalet pareado en aguila, El Águila, El Puerto de Santa María","600,000 €",4 hab. 206 m²
Córdoba,"Casa o chalet independiente en El Higuerón, Córdoba","245,000 €",4 hab. 200 m²
Córdoba,"Casa o chalet independiente en Brillante, Córdoba","450,000 €",4 hab. 277 m²
Córdoba,"Casa o chalet independiente en avenida de San José de Calasanz, 37, Brillante, Córdoba","794,000 €",6 hab. 777 m²
Córdoba,"Piso en La Viñuela, Córdoba","120,000 €",4 hab. 107 m² Planta 2ª exterior sin ascensor
Córdoba,"Piso en Levante, Córdoba","118,500 €",3 hab. 69 m² Planta 1ª exterior con ascensor
Córdoba,"Piso en calle Jiménez Amigo, 9, Campo de la Verdad, Córdoba","59,900 €",3 hab. 82 m² Planta 3ª exterior sin ascensor
Córdoba,"Piso en calle Marfileros, 9, Naranjo - Mirabueno, Córdoba","115,500 €",3 hab. 107 m² Planta 2ª exterior sin ascensor
Córdoba,"Piso en calle Alcalá Zamora, Valdeolleros - Zumbacón - Camping, Córdoba","189,900 €",3 hab. 113 m² Planta 2ª exterior con ascensor
Córdoba,"Piso en pasaje González del Campo, 3, El Cairo, Córdoba","124,000 €",3 hab. 88 m² Planta 3ª exterior sin ascensor
Córdoba,"Piso en calle Pedroche, 5, Valdeolleros - Zumbacón - Camping, Córdoba","169,000 €",3 hab. 95 m² Planta 2ª exterior con ascensor
Córdoba,"Piso en calle Núñez de Balboa, 15, Fuensanta - Arcángel - Santuario, Córdoba","103,000 €",3 hab. 89 m² Planta 6ª exterior con ascensor
Córdoba,"Dúplex en calle Periodista Antonio Rodríguez Mesa, 13, Fuensanta - Arcángel - Santuario, Córdoba","149,900 €",3 hab. 82 m² Planta 1ª exterior con ascensor
